"Region","SqftEst","SqftMeasure","SqftHeated","CostElec","SqftAirCond","CostNatgas","CostFueloil","CostLPG","CostKero","TypeHome","YearMade","Neighborhood","HHSize","HHIncome","CostTotal"
"Northeast",,2475,1650,785,0,0,1468,589,0,"Single","dec1950","Town",2,62500,2842
"Northeast",1500,1650,1650,762,275,0,745,0,0,"Single","dec1980","Rural",2,42500,1507
"South",1400,2618,1827,1995,2218,1364,0,0,0,"Single","dec1980","City",3,72500,3359
"Northeast",,782,782,582,261,430,0,0,0,"Single","dec1970","City",1,47500,1012
"Midwest",1180,1196,1196,797,239,0,0,0,0,"Single","dec1950","Rural",1,17500,797
"Northeast",1900,3321,2583,711,3321,579,0,0,0,"Single","dec1970","Suburbs",2,47500,1290
"South",1200,2886,1043,1400,2486,0,0,0,0,"Single","dec1990","City",3,42500,1400
"South",1300,2392,2392,1445,2392,0,0,0,0,"Single","dec1990","Suburbs",4,37500,1445
"Midwest",800,962,962,882,240,0,0,0,0,"Apartment","dec2000","Town",1,47500,882
"South",3400,7980,4509,1426,749,0,0,598,0,"Single","dec2000","Suburbs",2,120000,2024
"South",,1716,1716,1089,1716,0,0,0,0,"Apartment","dec1990","City",3,6250,1089
"Northeast",2000,3948,2028,802,0,1720,0,0,0,"Single","pre1950","Town",3,110000,2522
"West",2000,1616,966,421,966,0,0,0,0,"Single","dec1990","City",2,37500,421
"Midwest",1893,3640,3595,1348,3640,0,0,1977,0,"Single","dec1990","Town",3,62500,3325
"Midwest",,1485,1287,877,891,958,0,0,0,"Single","dec1970","City",3,8750,1835
"West",1850,2926,2526,745,2526,913,0,0,0,"Single","dec2000","City",2,82500,1658
"South",2100,2444,2444,1345,834,935,0,0,0,"Single","dec1980","Suburbs",2,120000,2280
"Midwest",1400,3729,2043,518,3479,1164,0,0,0,"Single","dec1960","City",2,17500,1682
"South",3500,666,666,1034,333,41,0,0,0,"Apartment","dec1960","City",1,17500,1075
"Midwest",2400,4320,2630,879,4070,770,0,0,0,"Single","dec1970","Town",4,47500,1649
"Northeast",1100,1120,1120,631,0,0,0,0,197,"Mobile","dec1970","Suburbs",1,22500,828
"Northeast",750,1482,969,675,370,1642,0,0,0,"Apartment","pre1950","Town",2,42500,2317
"Midwest",1290,912,912,1824,378,926,0,0,0,"Single","pre1950","City",4,77500,2750
"West",1595,2311,1911,2808,1911,0,0,0,0,"Single","dec1980","City",5,42500,2808
"West",2800,2894,1559,1211,2494,661,0,0,0,"Single","dec1960","City",2,120000,1872
"Midwest",,752,0,297,0,0,0,0,0,"Apartment","dec1990","City",2,17500,297
"South",1200,1092,655,910,218,0,0,945,0,"Single","dec1970","Rural",2,17500,1855
"West",,282,0,243,0,250,0,0,0,"Apartment","dec1980","City",4,32500,493
"West",2280,2506,1326,2750,1856,0,0,0,0,"Single","dec1990","City",2,87500,2750
"West",2600,2732,511,461,919,519,0,0,0,"Single","dec2000","City",3,82500,980
"West",700,735,367,409,0,0,0,0,0,"Apartment","pre1950","City",2,52500,409
"West",1600,2064,2064,439,2064,438,0,0,0,"Apartment","dec1980","City",2,92500,877
"Midwest",,1092,819,439,273,704,0,0,0,"Apartment","dec1980","City",1,27500,1143
"West",1400,1836,1436,860,1436,438,0,0,0,"Single","dec1970","City",4,22500,1298
"Northeast",,2266,2266,995,378,1678,0,0,0,"Single","pre1950","City",2,62500,2673
"West",2800,2567,1917,1034,681,1041,0,458,0,"Single","pre1950","Suburbs",4,120000,2533
"Midwest",,1728,768,388,288,835,0,0,0,"Single","pre1950","City",1,12500,1223
"Northeast",,4685,3815,1034,4685,2140,0,0,0,"Single","pre1950","City",4,32500,3174
"Northeast",,520,520,538,173,0,2285,0,0,"Apartment","pre1950","City",2,42500,2823
"West",680,856,856,895,856,0,0,582,0,"Mobile","dec1990","Suburbs",1,22500,1477
"South",500,925,925,304,185,81,0,0,0,"Apartment","dec1960","Town",3,37500,385
"South",2500,3553,2325,1927,3153,860,0,0,0,"Single","dec1990","Suburbs",4,72500,2787
"West",2609,3194,2544,2577,2544,1080,0,0,0,"Single","dec1990","City",4,120000,3657
"South",,2756,2506,800,2506,1095,0,0,0,"Single","dec1980","City",3,27500,1895
"South",,1029,1029,752,1029,0,0,0,0,"Apartment","dec1970","Town",1,22500,752
"Midwest",1950,2790,2141,358,2390,415,0,0,0,"Single","dec2000","Town",1,57500,773
"South",,745,745,1223,745,441,0,0,0,"Single","pre1950","City",2,52500,1664
"West",1200,790,790,512,132,0,0,535,0,"Mobile","dec1970","Rural",5,17500,1047
"Northeast",,200,100,1531,67,3214,0,0,0,"Apartment","dec1970","City",5,22500,4745
"Midwest",1100,2350,1375,976,2350,995,0,0,0,"Single","pre1950","City",2,42500,1971
"Northeast",,2390,1790,3002,1793,1394,0,0,0,"Single","pre1950","Town",4,120000,4396
"West",900,4050,2250,288,0,566,0,0,0,"Single","dec1980","City",1,22500,854
"West",1200,2530,2530,663,361,1116,0,0,0,"Single","pre1950","Town",7,42500,1779
"South",,9302,4651,1036,8902,279,0,0,0,"Single","dec1950","City",1,27500,1315
"West",1260,1164,0,1599,388,0,0,0,0,"Single","dec1990","Rural",4,97500,1599
"South",1400,3900,1700,1141,3650,422,0,0,0,"Single","dec1960","City",2,37500,1563
"West",1400,1440,1440,958,1440,214,0,0,0,"Mobile","dec1980","Town",1,110000,1172
"West",1000,1483,617,1560,1233,525,0,0,0,"Single","pre1950","City",3,37500,2085
"Midwest",1360,1597,1597,1116,1597,1287,0,0,0,"Single","dec1950","Town",1,12500,2403
"Northeast",,3036,1624,627,0,1073,0,0,0,"Single","dec1970","Town",4,37500,1700
"Midwest",1200,855,855,796,143,556,0,0,0,"Single","pre1950","Rural",3,22500,1352
"West",1400,1516,1116,3542,1116,621,0,0,0,"Single","dec1980","Suburbs",4,37500,4163
"Northeast",1040,960,960,1583,384,446,0,0,0,"Single","dec1980","Town",5,27500,2029
"Midwest",4000,4976,4326,1992,4326,1299,0,0,0,"Single","dec2000","Town",6,97500,3291
"Northeast",,4760,2130,1852,564,1846,0,0,0,"Single","dec1960","Town",3,37500,3698
"Northeast",1664,3328,1109,997,555,0,1543,0,0,"Single","dec1950","Town",1,57500,2540
"Midwest",1150,1989,1589,1124,1589,0,0,0,0,"Single","dec1990","City",1,32500,1124
"South",,384,384,1164,0,0,0,1077,0,"Mobile","dec1980","Rural",6,8750,2241
"South",2200,2898,2898,1033,2898,1285,0,0,0,"Single","pre1950","Suburbs",4,47500,2318
"Midwest",2968,4353,3953,837,3953,228,0,0,0,"Single","dec1990","Suburbs",2,57500,1065
"South",896,2736,1725,1134,932,0,0,0,0,"Single","dec1960","Suburbs",2,42500,1134
"South",3700,3262,2456,2146,2862,650,0,0,0,"Single","dec2000","City",2,62500,2796
"Midwest",,756,756,891,0,552,0,0,0,"Mobile","dec1980","City",1,8750,1443
"West",2200,3358,3108,596,3108,717,0,0,0,"Single","dec1970","City",1,27500,1313
"Midwest",956,1716,1716,1796,686,574,0,0,0,"Single","dec1950","Suburbs",4,62500,2370
"Midwest",2000,3930,2660,1142,3530,503,0,0,0,"Single","dec1990","Suburbs",5,72500,1645
"South",1700,1665,1415,2279,1415,0,0,0,0,"Single","pre1950","Town",3,22500,2279
"West",,1952,1952,345,0,617,0,0,0,"Single","dec1950","Rural",2,17500,962
"West",2900,4337,2219,2393,0,493,0,0,0,"Single","pre1950","Town",4,92500,2886
"West",,949,712,262,0,184,0,0,0,"Apartment","dec1950","City",1,8750,446
"Midwest",,2560,720,888,2160,604,0,0,0,"Single","pre1950","City",2,110000,1492
"South",,371,371,357,0,477,0,0,0,"Single","dec1950","City",1,6250,834
"Northeast",,5120,1543,1453,4720,868,0,0,0,"Single","dec1980","Town",2,110000,2321
"South",,616,616,1104,0,0,0,0,470,"Mobile","dec1970","Rural",5,12500,1574
"Midwest",,672,672,647,168,0,0,0,0,"Mobile","dec1970","Town",2,32500,647
"South",1000,1176,1176,1130,1176,0,0,0,0,"Mobile","dec1980","Rural",1,17500,1130
"South",1600,1216,1216,1733,1216,0,0,1004,0,"Mobile","dec1990","Rural",5,22500,2737
"West",,1015,0,866,0,353,0,0,0,"Apartment","dec1970","City",4,52500,1219
"South",3300,7920,5280,1171,7920,1451,0,0,0,"Single","pre1950","City",4,42500,2622
"West",,1375,1125,978,1125,626,0,0,0,"Single","dec1970","City",4,57500,1604
"Midwest",,6636,6236,1688,6236,0,0,0,0,"Single","dec1990","Rural",2,47500,1688
"West",2500,3110,0,1739,0,868,0,0,0,"Single","dec1990","Suburbs",7,120000,2607
"Northeast",900,2488,644,772,2488,496,0,0,0,"Single","pre1950","City",2,52500,1268
"Midwest",968,960,960,234,0,833,0,0,0,"Single","pre1950","City",1,27500,1067
"Midwest",,324,324,738,136,0,0,0,0,"Apartment","dec1970","City",1,12500,738
"Northeast",1900,1080,1026,769,270,1664,0,0,0,"Apartment","dec1950","Town",2,77500,2433
"South",1900,2112,1712,1865,1712,506,0,0,0,"Single","dec1960","City",4,32500,2371
"Midwest",1000,1035,1035,681,414,372,0,0,0,"Apartment","dec1980","Suburbs",3,47500,1053
"South",1200,1762,1762,1586,1762,0,0,0,0,"Apartment","dec2000","Rural",2,22500,1586
"West",1200,4665,3415,465,0,743,0,0,0,"Single","pre1950","City",4,87500,1208
"Midwest",1500,2603,2603,1164,2603,783,0,0,0,"Single","pre1950","City",6,32500,1947
"South",1800,2361,2111,1369,2111,0,0,0,0,"Single","dec1980","Suburbs",2,120000,1369
"South",3200,5152,3301,1634,4752,0,0,0,0,"Single","dec1990","Rural",4,62500,1634
"Northeast",800,531,531,366,177,537,0,0,0,"Apartment","dec1980","Town",1,22500,903
"West",,715,715,753,715,0,0,0,0,"Apartment","dec1970","City",2,8750,753
"Northeast",,3600,3600,945,514,2069,0,0,0,"Single","pre1950","City",2,110000,3014
"West",,3552,2960,247,0,659,0,0,0,"Single","pre1950","Town",1,8750,906
"West",1200,1653,1403,1057,1403,747,0,0,0,"Single","dec1950","City",5,72500,1804
"West",2000,1788,1788,1159,0,0,0,0,0,"Single","dec1990","Rural",3,42500,1159
"Midwest",,1224,1224,565,1224,825,0,0,0,"Single","pre1950","Town",2,47500,1390
"West",,1794,1544,446,576,579,0,0,0,"Single","dec1970","City",3,27500,1025
"Northeast",2000,4212,2558,1000,0,1783,0,0,0,"Single","dec1960","City",3,120000,2783
"Midwest",650,712,712,826,356,0,0,643,0,"Apartment","dec1960","City",3,22500,1469
"South",2400,3014,1507,2572,3014,0,0,0,0,"Single","dec1970","City",2,72500,2572
"West",740,759,759,1760,152,0,0,0,0,"Single","dec1950","City",4,27500,1760
"West",1200,1419,1064,1402,355,0,0,0,0,"Single","dec1950","City",1,8750,1402
"Midwest",,1311,461,1032,1311,1042,0,0,0,"Single","dec1960","City",4,17500,2074
"Midwest",,1097,1097,431,1097,866,0,0,0,"Single","dec1950","City",1,17500,1297
"South",2600,3365,2715,2125,2715,0,0,609,0,"Single","dec2000","Suburbs",2,120000,2734
"South",691,894,894,678,894,0,0,0,0,"Apartment","dec1980","City",1,47500,678
"Midwest",,4620,3711,1267,3970,1253,0,0,0,"Single","dec1990","Town",4,120000,2520
"West",1100,2232,2232,347,0,0,1570,0,0,"Single","pre1950","Town",1,27500,1917
"West",5000,4323,3015,3839,3923,4820,0,0,0,"Single","pre1950","City",4,120000,8659
"Midwest",2200,2760,2760,1360,2760,673,0,0,0,"Single","dec1950","City",6,62500,2033
"Northeast",,2142,1071,947,2142,1424,0,0,0,"Single","dec1960","Town",3,22500,2371
"West",3200,8378,7978,431,0,0,0,1015,0,"Single","dec1990","Rural",2,120000,1446
"Northeast",2000,3668,2102,1458,1709,0,2644,0,0,"Single","dec1970","Town",4,87500,4102
"South",,1276,1276,1256,1276,265,0,0,0,"Single","dec1980","Town",4,47500,1521
"West",,1280,1280,1194,256,0,0,333,0,"Mobile","dec2000","Town",6,22500,1527
"West",940,912,912,833,912,254,0,0,0,"Single","dec1960","City",2,17500,1087
"West",1600,1241,827,1090,0,642,0,0,0,"Single","dec1990","Town",2,32500,1732
"Midwest",550,576,576,518,576,450,0,0,0,"Mobile","dec1970","City",1,22500,968
"Northeast",1500,1960,1582,1011,0,1444,0,0,0,"Apartment","pre1950","City",4,22500,2455
"West",400,426,426,84,0,211,0,0,0,"Apartment","dec1990","City",1,17500,295
"Northeast",,5394,3089,1003,1358,971,0,0,0,"Single","dec1960","Town",1,32500,1974
"West",850,671,447,367,224,0,0,0,0,"Apartment","dec1990","City",4,17500,367
"Northeast",,3567,1732,554,553,0,1298,0,0,"Single","dec1970","Rural",2,17500,1852
"South",,1116,1116,475,837,178,0,0,0,"Single","dec1980","City",5,27500,653
"South",1400,1680,1280,1467,1280,0,0,0,0,"Single","dec2000","Suburbs",2,47500,1467
"Northeast",790,1518,1012,1157,304,0,1627,0,0,"Single","pre1950","Town",3,52500,2784
"West",1398,2574,2324,659,0,0,0,0,0,"Single","dec1970","Suburbs",2,57500,659
"South",625,663,663,444,663,0,0,0,0,"Apartment","dec2000","City",1,12500,444
"South",2000,2704,1975,907,950,627,0,0,0,"Single","dec1990","City",4,27500,1534
"South",2000,1900,1650,1702,1650,0,0,430,0,"Single","dec1960","Rural",1,17500,2132
"Northeast",,1802,1802,185,0,492,0,0,0,"Single","dec1950","City",3,22500,677
"South",,1116,0,1405,1116,0,0,0,0,"Apartment","dec2000","City",2,22500,1405
"West",900,1014,1014,836,0,831,0,0,0,"Apartment","dec1990","Town",2,32500,1667
"West",1437,1605,1605,948,536,686,0,0,0,"Apartment","dec1980","Rural",3,52500,1634
"South",,1800,1800,1862,1800,0,0,0,0,"Mobile","dec1990","Town",3,12500,1862
"South",1936,3840,1520,1611,3440,0,0,0,0,"Single","dec2000","City",3,6250,1611
"South",1020,1066,1066,2511,1066,0,0,0,0,"Apartment","dec1990","Town",2,12500,2511
"West",,1200,0,453,0,306,0,0,0,"Single","pre1950","City",1,62500,759
"South",13000,2750,2500,720,2500,730,0,0,0,"Single","dec1980","City",2,62500,1450
"West",1900,1816,1566,692,1566,690,0,0,0,"Single","dec1970","City",3,17500,1382
"Midwest",,3016,2766,1896,2766,1136,0,0,0,"Single","pre1950","Suburbs",3,72500,3032
"Northeast",,1092,1092,1163,273,321,1216,0,0,"Apartment","dec1960","City",5,42500,2700
"Northeast",2800,7680,5460,1506,728,2664,0,0,0,"Single","dec1980","Suburbs",3,82500,4170
"Northeast",,3888,1505,305,3638,0,1096,0,0,"Single","dec1950","Town",2,17500,1401
"Midwest",,3864,2857,654,3464,697,0,0,0,"Single","dec1970","Suburbs",4,87500,1351
"Northeast",900,507,405,373,507,0,1660,0,0,"Apartment","dec1950","City",1,17500,2033
"South",650,854,0,998,854,0,0,0,0,"Apartment","dec1980","Town",2,8750,998
"Midwest",1900,3840,3840,686,3840,0,0,1197,0,"Single","dec1980","Rural",1,12500,1883
"South",800,1185,1185,2000,1185,0,0,0,0,"Mobile","dec2000","Rural",3,47500,2000
"South",,1311,1311,1213,1311,1023,0,0,0,"Single","dec1980","Rural",2,32500,2236
"Midwest",1000,1568,1168,738,1168,1117,0,0,0,"Single","dec1960","Suburbs",2,32500,1855
"Northeast",4000,7176,6279,2108,2978,4009,0,0,0,"Single","pre1950","Rural",4,120000,6117
"West",1400,1200,760,863,950,519,0,0,0,"Single","dec1960","Town",3,17500,1382
"South",1232,1672,1672,730,676,99,0,0,0,"Apartment","dec1960","City",3,32500,829
"Midwest",1280,1280,1280,1974,1280,0,0,862,0,"Mobile","dec1980","Rural",3,27500,2836
"South",1300,812,812,353,232,0,0,0,0,"Mobile","dec1970","Rural",4,17500,353
"Midwest",1000,1776,1776,953,1776,1550,0,501,0,"Single","dec1950","Suburbs",1,67500,3004
"South",2500,4743,4313,1472,4343,442,0,0,0,"Single","dec1990","Suburbs",4,82500,1914
"Midwest",1000,3250,459,501,0,0,0,0,0,"Single","dec1980","City",1,37500,501
"South",,623,623,983,236,0,0,0,0,"Apartment","dec1980","Rural",1,6250,983
"South",,768,768,1039,614,784,0,0,0,"Mobile","dec1980","Town",3,17500,1823
"South",1250,1274,1274,876,364,690,0,0,0,"Single","dec1990","Town",5,3750,1566
"West",2800,4074,2915,1607,3424,1072,0,0,0,"Single","dec2000","Rural",6,97500,2679
"West",5000,4536,4536,859,4536,0,0,402,0,"Single","dec1990","Rural",8,22500,1261
"South",2135,2368,2368,1918,2368,0,0,0,0,"Single","dec1990","Rural",2,82500,1918
"Midwest",3200,4737,4022,2349,4337,0,0,1593,0,"Single","dec1990","Rural",3,120000,3942
"Midwest",,1968,1568,708,1568,639,0,0,0,"Single","dec1960","Town",2,72500,1347
"South",1560,4480,1990,750,4230,0,0,743,0,"Single","dec1990","Rural",2,77500,1493
"South",,1520,760,268,0,447,0,0,0,"Single","dec1970","Town",1,12500,715
"Midwest",1700,1556,578,741,1156,768,0,0,0,"Single","dec2000","Suburbs",2,17500,1509
"West",,1431,1181,1334,236,799,0,0,0,"Single","dec1960","City",6,42500,2133
"South",2850,4660,4260,1152,4260,1132,0,0,0,"Single","dec2000","City",4,120000,2284
"South",1000,1229,1229,452,1229,0,0,0,0,"Apartment","dec1960","City",1,32500,452
"South",1500,3176,1280,901,1851,691,0,0,0,"Single","pre1950","City",2,22500,1592
"South",1200,1278,1028,2040,1028,0,0,0,0,"Single","dec1970","City",4,37500,2040
"West",592,825,413,659,0,83,0,0,0,"Apartment","dec1970","City",2,37500,742
"Midwest",1300,3754,2416,737,3354,607,0,0,0,"Single","dec2000","Town",2,22500,1344
"South",6000,7237,1375,3087,1982,0,0,0,0,"Single","dec1990","Rural",2,120000,3087
"South",2700,4992,3744,2706,4992,0,0,0,0,"Single","dec1970","Suburbs",4,62500,2706
"West",2000,2742,2742,940,0,1073,0,0,0,"Single","dec1970","City",2,120000,2013
"South",,1372,1372,1288,1372,488,0,0,0,"Single","dec1990","Rural",2,120000,1776
"Northeast",500,460,460,462,460,0,2178,0,0,"Apartment","pre1950","City",2,47500,2640
"Midwest",,682,682,497,341,611,0,0,0,"Apartment","dec1950","City",1,57500,1108
"South",2250,1152,1152,1368,1152,0,0,0,0,"Mobile","dec1990","Rural",3,47500,1368
"West",2000,2475,1038,1080,0,647,0,0,0,"Single","dec2000","City",4,120000,1727
"South",,1248,1248,889,499,0,0,1012,0,"Mobile","dec1990","Rural",4,77500,1901
"Midwest",2000,2824,2574,1506,2574,923,0,0,0,"Single","dec1960","City",5,37500,2429
"South",1500,1296,1296,1951,1296,0,0,0,0,"Single","dec1990","Rural",2,62500,1951
"West",1300,1905,301,310,0,370,0,0,0,"Single","dec1960","City",4,67500,680
"South",,1955,1955,1037,1955,0,0,0,0,"Single","dec1980","Town",3,92500,1037
"Midwest",2100,4980,4980,898,4980,0,0,1654,0,"Single","dec1980","Rural",2,42500,2552
"West",1200,930,930,343,930,507,0,0,0,"Apartment","dec1980","City",1,17500,850
"West",200,300,300,750,300,0,0,0,0,"Apartment","dec1960","City",2,37500,750
"West",,2738,1369,434,0,1146,0,0,0,"Single","pre1950","Town",2,12500,1580
"Northeast",880,1647,1647,767,0,0,1022,0,0,"Single","dec1980","Rural",2,6250,1789
"South",,1820,1820,1275,1820,0,0,0,0,"Single","dec1990","Rural",4,47500,1275
"Northeast",1734,7280,2600,1317,7280,0,1668,0,0,"Single","pre1950","Town",4,47500,2985
"South",,550,550,406,183,645,0,0,0,"Apartment","dec1970","City",1,37500,1051
"Northeast",2500,6050,2690,1056,5650,0,840,0,0,"Single","dec2000","Rural",5,22500,1896
"Northeast",986,1286,1039,634,429,901,0,0,0,"Apartment","pre1950","City",2,120000,1535
"West",,1174,774,1053,774,342,0,0,0,"Single","dec1970","City",3,67500,1395
"West",1800,2300,2300,469,0,928,0,0,0,"Single","dec1960","Suburbs",2,47500,1397
"Northeast",,2018,2018,2568,404,2133,0,0,0,"Single","pre1950","City",1,12500,4701
"Northeast",1200,1341,1341,1627,1341,874,0,0,0,"Apartment","dec1980","City",3,67500,2501
"West",1150,1656,1256,464,378,343,0,0,0,"Single","dec1950","City",2,22500,807
"South",1300,2160,1760,2166,1760,0,0,0,0,"Single","dec1970","City",3,110000,2166
"Midwest",1800,2240,1227,391,1840,812,0,0,0,"Single","dec1960","City",1,27500,1203
"Northeast",3100,9232,7061,1653,8582,1542,0,0,0,"Single","dec2000","Suburbs",2,120000,3195
"Northeast",,1416,1416,1009,850,2183,0,0,0,"Single","pre1950","Suburbs",5,77500,3192
"Midwest",1800,2790,2390,1484,2390,1090,0,0,0,"Single","dec1960","Suburbs",4,52500,2574
"South",,4032,3396,1111,3632,0,0,0,0,"Single","dec2000","Rural",1,42500,1111
"Midwest",1400,2484,1738,979,1117,0,1455,0,0,"Single","dec1950","City",3,77500,2434
"Northeast",,2350,2100,1284,700,0,1310,0,0,"Single","dec1970","Suburbs",5,62500,2594
"West",1000,1404,1404,1678,0,0,0,0,0,"Mobile","dec1990","Town",5,32500,1678
"West",600,617,617,210,0,0,0,0,0,"Apartment","dec1980","Town",2,12500,210
"West",1100,2240,720,1240,1840,684,0,0,0,"Single","dec1990","City",1,57500,1924
"South",600,702,702,833,702,0,0,0,0,"Apartment","dec1980","City",1,17500,833
"Midwest",,1863,1863,620,745,1114,0,0,0,"Single","pre1950","City",2,12500,1734
"South",1500,2490,1121,581,2490,657,0,0,0,"Single","pre1950","City",3,6250,1238
"West",3000,2274,1552,2059,1624,503,0,0,0,"Single","dec1970","City",2,120000,2562
"West",1900,1244,1244,1651,844,0,0,0,0,"Single","dec1960","City",4,27500,1651
"South",,625,625,956,625,0,0,0,0,"Apartment","dec1970","Town",1,6250,956
"West",1250,1350,1350,1619,0,914,0,0,0,"Single","dec1970","City",4,92500,2533
"South",,1959,1559,1351,1559,531,0,0,0,"Single","dec1970","City",5,110000,1882
"South",1900,1840,1440,2025,1440,0,0,0,0,"Single","dec2000","City",1,27500,2025
"South",,811,811,495,405,653,0,0,0,"Apartment","dec1970","City",4,12500,1148
"South",1200,1107,1107,1812,1107,196,0,0,0,"Single","dec1960","Suburbs",4,67500,2008
"Northeast",,803,803,530,0,766,0,0,0,"Apartment","dec1990","Suburbs",1,37500,1296
"South",1400,6936,3935,2765,6536,319,0,0,0,"Single","dec2000","City",3,77500,3084
"West",2334,3128,2728,1036,2728,879,0,0,0,"Single","dec1970","Suburbs",2,32500,1915
"Northeast",,723,723,842,181,0,0,0,0,"Apartment","dec1980","Rural",1,62500,842
"West",1300,1102,0,1406,1102,0,0,0,0,"Apartment","dec1980","City",2,62500,1406
"Midwest",,1568,1568,1045,314,0,0,0,0,"Single","pre1950","Rural",1,8750,1045
"West",1200,1071,1071,879,0,628,0,0,0,"Single","dec1980","Town",2,32500,1507
"South",1845,2016,1008,1356,2016,304,0,0,0,"Single","dec1970","City",2,42500,1660
